SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide100stretch,22-Stretch,4.200,77.384,7.376,0.523
lightguide100stretch,22-Hold,4.300,77.724,7.716,0.467
lightguide100stretch,23-Stretch,4.400,77.735,7.727,0.578
lightguide100stretch,23-Hold,4.500,78.075,8.067,0.523
lightguide100stretch,24-Stretch,4.600,78.086,8.078,0.523
lightguide100stretch,24-Hold,4.700,78.426,8.418,0.578
lightguide100stretch,25-Stretch,4.800,78.437,8.429,0.578
lightguide100stretch,25-Hold,4.900,78.778,8.77,0.523
lightguide100stretch,26-Stretch,5.000,78.788,8.78,0.634
lightguide100stretch,26-Hold,5.100,79.129,9.121,0.578
lightguide100stretch,27-Stretch,5.200,79.139,9.131,0.634
lightguide100stretch,27-Hold,5.300,79.48,9.472,0.634
lightguide100stretch,28-Stretch,5.400,79.49,9.482,0.745
lightguide100stretch,28-Hold,5.500,79.831,9.823,0.578
lightguide100stretch,29-Stretch,5.600,79.842,9.834,0.745
lightguide100stretch,29-Hold,5.700,80.182,10.174,0.634
lightguide100stretch,30-Stretch,5.800,80.193,10.185,0.634
lightguide100stretch,30-Hold,5.900,80.533,10.525,0.690
lightguide100stretch,31-Stretch,6.000,80.544,10.536,0.745
lightguide100stretch,31-Hold,6.100,80.884,10.876,0.634
lightguide100stretch,32-Stretch,6.200,80.895,10.887,0.801
lightguide100stretch,32-Hold,6.300,81.235,11.227,0.745
lightguide100stretch,33-Stretch,6.400,81.246,11.238,0.745
lightguide100stretch,33-Hold,6.500,81.587,11.579,0.745
lightguide100stretch,34-Stretch,6.600,81.597,11.589,0.857
lightguide100stretch,34-Hold,6.700,81.938,11.93,0.745
lightguide100stretch,35-Stretch,6.800,81.948,11.94,0.857
lightguide100stretch,35-Hold,6.900,82.289,12.281,0.801
lightguide100stretch,36-Stretch,7.000,82.299,12.291,0.801
lightguide100stretch,36-Hold,7.100,82.64,12.632,0.857
lightguide100stretch,37-Stretch,7.200,82.65,12.642,0.912
lightguide100stretch,37-Hold,7.300,82.991,12.983,0.745
lightguide100stretch,38-Stretch,7.400,83.002,12.994,0.857
lightguide100stretch,38-Hold,7.500,83.342,13.334,0.857
lightguide100stretch,39-Stretch,7.600,83.353,13.345,0.857
lightguide100stretch,39-Hold,7.700,83.693,13.685,0.912
lightguide100stretch,40-Stretch,7.800,83.704,13.696,0.968
lightguide100stretch,40-Hold,7.900,84.044,14.036,0.912
lightguide100stretch,41-Stretch,8.000,84.055,14.047,0.968
lightguide100stretch,41-Hold,8.100,84.396,14.388,0.912
lightguide100stretch,42-Stretch,8.200,84.406,14.398,0.968
lightguide100stretch,42-Hold,8.300,84.747,14.739,0.912
lightguide100stretch,43-Stretch,8.400,84.757,14.749,0.968
lightguide100stretch,43-Hold,8.500,85.098,15.09,0.912
lightguide100stretch,44-Stretch,8.600,85.108,15.1,0.968
lightguide100stretch,44-Hold,8.700,85.449,15.441,0.968
lightguide100stretch,45-Stretch,8.800,85.459,15.451,1.024
lightguide100stretch,45-Hold,8.900,85.8,15.792,0.968
lightguide100stretch,46-Stretch,9.000,85.811,15.803,1.024
lightguide100stretch,46-Hold,9.100,86.151,16.143,0.968
lightguide100stretch,47-Stretch,9.200,86.162,16.154,1.135
lightguide100stretch,47-Hold,9.300,86.502,16.494,1.079
lightguide100stretch,48-Stretch,9.400,86.513,16.505,1.079
lightguide100stretch,48-Hold,9.500,86.853,16.845,1.024
lightguide100stretch,49-Stretch,9.600,86.864,16.856,1.079
lightguide100stretch,49-Hold,9.700,87.204,17.196,1.024
lightguide100stretch,50-Stretch,9.800,87.215,17.207,1.079
lightguide100stretch,50-Hold,9.900,87.556,17.548,1.135
lightguide100stretch,51-Stretch,10.000,87.566,17.558,1.079
lightguide100stretch,51-Hold,10.100,87.907,17.899,1.079
lightguide100stretch,52-Stretch,10.200,87.917,17.909,1.191
lightguide100stretch,52-Hold,10.300,88.258,18.25,1.079
lightguide100stretch,53-Stretch,10.400,88.268,18.26,1.191
lightguide100stretch,53-Hold,10.500,88.609,18.601,1.135
lightguide100stretch,54-Stretch,10.600,88.62,18.612,1.191
lightguide100stretch,54-Hold,10.700,88.96,18.952,1.135
lightguide100stretch,55-Stretch,10.800,88.971,18.963,1.246
lightguide100stretch,55-Hold,10.900,89.311,19.303,1.135
lightguide100stretch,56-Stretch,11.000,89.322,19.314,1.191
lightguide100stretch,56-Hold,11.100,89.662,19.654,1.191
lightguide100stretch,57-Stretch,11.200,89.673,19.665,1.191
lightguide100stretch,57-Hold,11.300,90.013,20.005,1.135
lightguide100stretch,58-Stretch,11.400,90.024,20.016,1.302
lightguide100stretch,58-Hold,11.500,90.365,20.357,1.191
lightguide100stretch,59-Stretch,11.600,90.375,20.367,1.246
lightguide100stretch,59-Hold,11.700,90.716,20.708,1.302
lightguide100stretch,60-Stretch,11.800,90.726,20.718,1.302
lightguide100stretch,60-Hold,11.900,91.067,21.059,1.246
lightguide100stretch,61-Stretch,12.000,91.077,21.069,1.358
lightguide100stretch,61-Hold,12.100,91.418,21.41,1.246
lightguide100stretch,62-Stretch,12.200,91.428,21.42,1.246
lightguide100stretch,62-Hold,12.300,91.769,21.761,1.358
lightguide100stretch,63-Stretch,12.400,91.78,21.772,1.302
lightguide100stretch,63-Hold,12.500,92.12,22.112,1.246
lightguide100stretch,64-Stretch,12.600,92.131,22.123,1.413
lightguide100stretch,64-Hold,12.700,92.471,22.463,1.302
lightguide100stretch,65-Stretch,12.800,92.482,22.474,1.358
lightguide100stretch,65-Hold,12.900,92.822,22.814,1.413
lightguide100stretch,66-Stretch,13.000,92.833,22.825,1.413
lightguide100stretch,66-Hold,13.100,93.174,23.166,1.302
lightguide100stretch,67-Stretch,13.200,93.184,23.176,1.469
lightguide100stretch,67-Hold,13.300,93.525,23.517,1.358
lightguide100stretch,68-Stretch,13.400,93.535,23.527,1.413
lightguide100stretch,68-Hold,13.500,93.876,23.868,1.413
lightguide100stretch,69-Stretch,13.600,93.886,23.878,1.469
lightguide100stretch,69-Hold,13.700,94.227,24.219,1.358
lightguide100stretch,70-Stretch,13.800,94.237,24.229,1.413
lightguide100stretch,70-Hold,13.900,94.578,24.57,1.413
lightguide100stretch,71-Stretch,14.000,94.589,24.581,1.469
lightguide100stretch,71-Hold,14.100,94.929,24.921,1.469
lightguide100stretch,72-Stretch,14.200,94.94,24.932,1.469
lightguide100stretch,72-Hold,14.300,95.28,25.272,1.469
lightguide100stretch,73-Stretch,14.400,95.291,25.283,1.580
lightguide100stretch,73-Hold,14.500,95.631,25.623,1.469
lightguide100stretch,74-Stretch,14.600,95.642,25.634,1.525
lightguide100stretch,74-Hold,14.700,95.982,25.974,1.469
lightguide100stretch,75-Stretch,14.800,95.993,25.985,1.525
lightguide100stretch,75-Hold,14.900,96.334,26.326,1.469
lightguide100stretch,76-Stretch,15.000,96.344,26.336,1.580
lightguide100stretch,76-Hold,15.100,96.685,26.677,1.469
lightguide100stretch,77-Stretch,15.200,96.695,26.687,1.580
lightguide100stretch,77-Hold,15.300,97.036,27.028,1.580
lightguide100stretch,78-Stretch,15.400,97.046,27.038,1.580
lightguide100stretch,78-Hold,15.500,97.387,27.379,1.580
lightguide100stretch,79-Stretch,15.600,97.398,27.39,1.692
lightguide100stretch,79-Hold,15.700,97.738,27.73,1.525
lightguide100stretch,80-Stretch,15.800,97.749,27.741,1.636
lightguide100stretch,80-Hold,15.900,98.089,28.081,1.636
lightguide100stretch,81-Stretch,16.000,98.1,28.092,1.580
lightguide100stretch,81-Hold,16.100,98.44,28.432,1.580
lightguide100stretch,82-Stretch,16.200,98.451,28.443,1.692
lightguide100stretch,82-Hold,16.300,98.791,28.783,1.636
lightguide100stretch,83-Stretch,16.400,98.802,28.794,1.636
lightguide100stretch,83-Hold,16.500,99.143,29.135,1.692
lightguide100stretch,84-Stretch,16.600,99.153,29.145,1.747
lightguide100stretch,84-Hold,16.700,99.494,29.486,1.636
lightguide100stretch,85-Stretch,16.800,99.504,29.496,1.803
lightguide100stretch,85-Hold,16.900,99.845,29.837,1.692
lightguide100stretch,86-Stretch,17.000,99.855,29.847,1.747
lightguide100stretch,86-Hold,17.100,100.196,30.188,1.747
lightguide100stretch,87-Stretch,17.200,100.206,30.198,1.803
lightguide100stretch,87-Hold,17.300,100.547,30.539,1.692
lightguide100stretch,88-Stretch,17.400,100.558,30.55,1.803
lightguide100stretch,88-Hold,17.500,100.898,30.89,1.747
lightguide100stretch,89-Stretch,17.600,100.909,30.901,1.747
lightguide100stretch,89-Hold,17.700,101.249,31.241,1.803
lightguide100stretch,90-Stretch,17.800,101.26,31.252,1.859
lightguide100stretch,90-Hold,17.900,101.6,31.592,1.747
lightguide100stretch,91-Stretch,18.000,101.611,31.603,1.859
lightguide100stretch,91-Hold,18.100,101.952,31.944,1.859
lightguide100stretch,92-Stretch,18.200,101.962,31.954,1.859
lightguide100stretch,92-Hold,18.300,102.303,32.295,1.859
lightguide100stretch,93-Stretch,18.400,102.313,32.305,1.970
lightguide100stretch,93-Hold,18.500,102.654,32.646,1.859
lightguide100stretch,94-Stretch,18.600,102.664,32.656,1.914
lightguide100stretch,94-Hold,18.700,103.005,32.997,1.914
lightguide100stretch,95-Stretch,18.800,103.015,33.007,1.914
lightguide100stretch,95-Hold,18.900,103.356,33.348,1.914
lightguide100stretch,96-Stretch,19.000,103.367,33.359,1.970
lightguide100stretch,96-Hold,19.100,103.707,33.699,1.859
lightguide100stretch,97-Stretch,19.200,103.718,33.71,1.970
lightguide100stretch,97-Hold,19.300,104.058,34.05,1.970
lightguide100stretch,98-Stretch,19.400,104.069,34.061,2.026
lightguide100stretch,98-Hold,19.500,104.409,34.401,1.970
lightguide100stretch,99-Stretch,19.600,104.42,34.412,2.081
lightguide100stretch,99-Hold,19.700,104.76,34.752,1.970
lightguide100stretch,100-Stretch,19.800,104.771,34.763,2.081
lightguide100stretch,100-Hold,19.900,105.112,35.104,2.026
lightguide100stretch,100-Recover,20.000,105.112,35.104,1.970
lightguide100stretch,100-Recover,20.000,105.112,35.104,1.970
