SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide100stretch,24-Stretch,4.600,78.083,8.075,1.302
lightguide100stretch,24-Hold,4.700,78.426,8.418,1.302
lightguide100stretch,25-Stretch,4.800,78.434,8.426,1.302
lightguide100stretch,25-Hold,4.900,78.778,8.77,1.413
lightguide100stretch,26-Stretch,5.000,78.786,8.778,1.358
lightguide100stretch,26-Hold,5.100,79.129,9.121,1.413
lightguide100stretch,27-Stretch,5.200,79.137,9.129,1.302
lightguide100stretch,27-Hold,5.300,79.48,9.472,1.413
lightguide100stretch,28-Stretch,5.400,79.488,9.48,1.469
lightguide100stretch,28-Hold,5.500,79.831,9.823,1.469
lightguide100stretch,29-Stretch,5.600,79.839,9.831,1.469
lightguide100stretch,29-Hold,5.700,80.182,10.174,1.469
lightguide100stretch,30-Stretch,5.800,80.19,10.182,1.469
lightguide100stretch,30-Hold,5.900,80.533,10.525,1.525
lightguide100stretch,31-Stretch,6.000,80.541,10.533,1.580
lightguide100stretch,31-Hold,6.100,80.884,10.876,1.580
lightguide100stretch,32-Stretch,6.200,80.892,10.884,1.525
lightguide100stretch,32-Hold,6.300,81.235,11.227,1.580
lightguide100stretch,33-Stretch,6.400,81.243,11.235,1.525
lightguide100stretch,33-Hold,6.500,81.587,11.579,1.580
lightguide100stretch,34-Stretch,6.600,81.594,11.586,1.636
lightguide100stretch,34-Hold,6.700,81.938,11.93,1.692
lightguide100stretch,35-Stretch,6.800,81.946,11.938,1.692
lightguide100stretch,35-Hold,6.900,82.289,12.281,1.636
lightguide100stretch,36-Stretch,7.000,82.297,12.289,1.747
lightguide100stretch,36-Hold,7.100,82.64,12.632,1.692
lightguide100stretch,37-Stretch,7.200,82.648,12.64,1.692
lightguide100stretch,37-Hold,7.300,82.991,12.983,1.747
lightguide100stretch,38-Stretch,7.400,82.999,12.991,1.747
lightguide100stretch,38-Hold,7.500,83.342,13.334,1.747
lightguide100stretch,39-Stretch,7.600,83.35,13.342,1.803
lightguide100stretch,39-Hold,7.700,83.693,13.685,1.803
lightguide100stretch,40-Stretch,7.800,83.701,13.693,1.692
lightguide100stretch,40-Hold,7.900,84.044,14.036,1.859
lightguide100stretch,41-Stretch,8.000,84.052,14.044,1.803
lightguide100stretch,41-Hold,8.100,84.396,14.388,1.803
lightguide100stretch,42-Stretch,8.200,84.403,14.395,1.914
lightguide100stretch,42-Hold,8.300,84.747,14.739,1.859
lightguide100stretch,43-Stretch,8.400,84.755,14.747,1.859
lightguide100stretch,43-Hold,8.500,85.098,15.09,1.914
lightguide100stretch,44-Stretch,8.600,85.106,15.098,1.970
lightguide100stretch,44-Hold,8.700,85.449,15.441,1.914
lightguide100stretch,45-Stretch,8.800,85.457,15.449,1.970
lightguide100stretch,45-Hold,8.900,85.8,15.792,1.914
lightguide100stretch,46-Stretch,9.000,85.808,15.8,1.859
lightguide100stretch,46-Hold,9.100,86.151,16.143,2.026
lightguide100stretch,47-Stretch,9.200,86.159,16.151,2.026
lightguide100stretch,47-Hold,9.300,86.502,16.494,1.970
lightguide100stretch,48-Stretch,9.400,86.51,16.502,2.081
lightguide100stretch,48-Hold,9.500,86.853,16.845,2.026
lightguide100stretch,49-Stretch,9.600,86.861,16.853,2.026
lightguide100stretch,49-Hold,9.700,87.204,17.196,2.081
lightguide100stretch,50-Stretch,9.800,87.212,17.204,2.081
lightguide100stretch,50-Hold,9.900,87.556,17.548,2.081
lightguide100stretch,51-Stretch,10.000,87.564,17.556,2.137
lightguide100stretch,51-Hold,10.100,87.907,17.899,2.137
lightguide100stretch,52-Stretch,10.200,87.915,17.907,2.081
lightguide100stretch,52-Hold,10.300,88.258,18.25,2.193
lightguide100stretch,53-Stretch,10.400,88.266,18.258,2.081
lightguide100stretch,53-Hold,10.500,88.609,18.601,2.137
lightguide100stretch,54-Stretch,10.600,88.617,18.609,2.248
lightguide100stretch,54-Hold,10.700,88.96,18.952,2.081
lightguide100stretch,55-Stretch,10.800,88.968,18.96,2.193
lightguide100stretch,55-Hold,10.900,89.311,19.303,2.193
lightguide100stretch,56-Stretch,11.000,89.319,19.311,2.081
lightguide100stretch,56-Hold,11.100,89.662,19.654,2.137
lightguide100stretch,57-Stretch,11.200,89.67,19.662,2.248
lightguide100stretch,57-Hold,11.300,90.013,20.005,2.137
lightguide100stretch,58-Stretch,11.400,90.021,20.013,2.137
lightguide100stretch,58-Hold,11.500,90.365,20.357,2.193
lightguide100stretch,59-Stretch,11.600,90.372,20.364,2.081
lightguide100stretch,59-Hold,11.700,90.716,20.708,2.193
lightguide100stretch,60-Stretch,11.800,90.724,20.716,2.304
lightguide100stretch,60-Hold,11.900,91.067,21.059,2.248
lightguide100stretch,61-Stretch,12.000,91.075,21.067,2.193
lightguide100stretch,61-Hold,12.100,91.418,21.41,2.248
lightguide100stretch,62-Stretch,12.200,91.426,21.418,2.248
lightguide100stretch,62-Hold,12.300,91.769,21.761,2.248
lightguide100stretch,63-Stretch,12.400,91.777,21.769,2.415
lightguide100stretch,63-Hold,12.500,92.12,22.112,2.360
lightguide100stretch,64-Stretch,12.600,92.128,22.12,2.248
lightguide100stretch,64-Hold,12.700,92.471,22.463,2.360
lightguide100stretch,65-Stretch,12.800,92.479,22.471,2.248
lightguide100stretch,65-Hold,12.900,92.822,22.814,2.304
lightguide100stretch,66-Stretch,13.000,92.83,22.822,2.360
lightguide100stretch,66-Hold,13.100,93.174,23.166,2.360
lightguide100stretch,67-Stretch,13.200,93.181,23.173,2.360
lightguide100stretch,67-Hold,13.300,93.525,23.517,2.415
lightguide100stretch,68-Stretch,13.400,93.533,23.525,2.471
lightguide100stretch,68-Hold,13.500,93.876,23.868,2.360
lightguide100stretch,69-Stretch,13.600,93.884,23.876,2.471
lightguide100stretch,69-Hold,13.700,94.227,24.219,2.471
lightguide100stretch,70-Stretch,13.800,94.235,24.227,2.415
lightguide100stretch,70-Hold,13.900,94.578,24.57,2.471
lightguide100stretch,71-Stretch,14.000,94.586,24.578,2.471
lightguide100stretch,71-Hold,14.100,94.929,24.921,2.415
lightguide100stretch,72-Stretch,14.200,94.937,24.929,2.415
lightguide100stretch,72-Hold,14.300,95.28,25.272,2.527
lightguide100stretch,73-Stretch,14.400,95.288,25.28,2.471
lightguide100stretch,73-Hold,14.500,95.631,25.623,2.527
lightguide100stretch,74-Stretch,14.600,95.639,25.631,2.527
lightguide100stretch,74-Hold,14.700,95.982,25.974,2.471
lightguide100stretch,75-Stretch,14.800,95.99,25.982,2.527
lightguide100stretch,75-Hold,14.900,96.334,26.326,2.527
lightguide100stretch,76-Stretch,15.000,96.342,26.334,2.527
lightguide100stretch,76-Hold,15.100,96.685,26.677,2.582
lightguide100stretch,77-Stretch,15.200,96.693,26.685,2.582
lightguide100stretch,77-Hold,15.300,97.036,27.028,2.527
lightguide100stretch,78-Stretch,15.400,97.044,27.036,2.415
lightguide100stretch,78-Hold,15.500,97.387,27.379,2.582
lightguide100stretch,79-Stretch,15.600,97.395,27.387,2.582
lightguide100stretch,79-Hold,15.700,97.738,27.73,2.582
lightguide100stretch,80-Stretch,15.800,97.746,27.738,2.582
lightguide100stretch,80-Hold,15.900,98.089,28.081,2.582
lightguide100stretch,81-Stretch,16.000,98.097,28.089,2.638
lightguide100stretch,81-Hold,16.100,98.44,28.432,2.638
lightguide100stretch,82-Stretch,16.200,98.448,28.44,2.638
lightguide100stretch,82-Hold,16.300,98.791,28.783,2.638
lightguide100stretch,83-Stretch,16.400,98.799,28.791,2.694
lightguide100stretch,83-Hold,16.500,99.143,29.135,2.638
lightguide100stretch,84-Stretch,16.600,99.15,29.142,2.638
lightguide100stretch,84-Hold,16.700,99.494,29.486,2.694
lightguide100stretch,85-Stretch,16.800,99.502,29.494,2.638
lightguide100stretch,85-Hold,16.900,99.845,29.837,2.694
lightguide100stretch,86-Stretch,17.000,99.853,29.845,2.694
lightguide100stretch,86-Hold,17.100,100.196,30.188,2.638
lightguide100stretch,87-Stretch,17.200,100.204,30.196,2.749
lightguide100stretch,87-Hold,17.300,100.547,30.539,2.749
lightguide100stretch,88-Stretch,17.400,100.555,30.547,2.638
lightguide100stretch,88-Hold,17.500,100.898,30.89,2.749
lightguide100stretch,89-Stretch,17.600,100.906,30.898,2.749
lightguide100stretch,89-Hold,17.700,101.249,31.241,2.694
lightguide100stretch,90-Stretch,17.800,101.257,31.249,2.805
lightguide100stretch,90-Hold,17.900,101.6,31.592,2.749
lightguide100stretch,91-Stretch,18.000,101.608,31.6,2.527
lightguide100stretch,91-Hold,18.100,101.952,31.944,2.749
lightguide100stretch,92-Stretch,18.200,101.959,31.951,2.861
lightguide100stretch,92-Hold,18.300,102.303,32.295,2.749
lightguide100stretch,93-Stretch,18.400,102.311,32.303,2.805
lightguide100stretch,93-Hold,18.500,102.654,32.646,2.805
lightguide100stretch,94-Stretch,18.600,102.662,32.654,2.749
lightguide100stretch,94-Hold,18.700,103.005,32.997,2.861
lightguide100stretch,95-Stretch,18.800,103.013,33.005,2.916
lightguide100stretch,95-Hold,18.900,103.356,33.348,2.805
lightguide100stretch,96-Stretch,19.000,103.364,33.356,2.805
lightguide100stretch,96-Hold,19.100,103.707,33.699,2.861
lightguide100stretch,97-Stretch,19.200,103.715,33.707,2.694
lightguide100stretch,97-Hold,19.300,104.058,34.05,2.861
lightguide100stretch,98-Stretch,19.400,104.066,34.058,2.916
lightguide100stretch,98-Hold,19.500,104.409,34.401,2.861
lightguide100stretch,99-Stretch,19.600,104.417,34.409,2.861
lightguide100stretch,99-Hold,19.700,104.76,34.752,2.861
lightguide100stretch,100-Stretch,19.800,104.768,34.76,2.916
lightguide100stretch,100-Hold,19.900,105.112,35.104,2.861
lightguide100stretch,100-Recover,20.000,105.112,35.104,2.861
lightguide100stretch,100-Recover,20.000,105.112,35.104,2.861
