SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide100stretch,24-Hold,4.700,78.426,8.413,0.968
lightguide100stretch,25-Stretch,4.800,78.442,8.429,1.024
lightguide100stretch,25-Hold,4.900,78.778,8.765,1.024
lightguide100stretch,26-Stretch,5.000,78.793,8.78,1.079
lightguide100stretch,26-Hold,5.100,79.129,9.116,1.024
lightguide100stretch,27-Stretch,5.200,79.145,9.132,1.358
lightguide100stretch,27-Hold,5.300,79.48,9.467,1.024
lightguide100stretch,28-Stretch,5.400,79.496,9.483,1.079
lightguide100stretch,28-Hold,5.500,79.831,9.818,1.079
lightguide100stretch,29-Stretch,5.600,79.847,9.834,1.135
lightguide100stretch,29-Hold,5.700,80.182,10.169,1.079
lightguide100stretch,30-Stretch,5.800,80.198,10.185,1.246
lightguide100stretch,30-Hold,5.900,80.533,10.52,1.079
lightguide100stretch,31-Stretch,6.000,80.549,10.536,1.191
lightguide100stretch,31-Hold,6.100,80.884,10.871,1.135
lightguide100stretch,32-Stretch,6.200,80.9,10.887,1.191
lightguide100stretch,32-Hold,6.300,81.235,11.222,1.191
lightguide100stretch,33-Stretch,6.400,81.251,11.238,1.358
lightguide100stretch,33-Hold,6.500,81.587,11.574,1.191
lightguide100stretch,34-Stretch,6.600,81.602,11.589,1.302
lightguide100stretch,34-Hold,6.700,81.938,11.925,1.246
lightguide100stretch,35-Stretch,6.800,81.954,11.941,1.302
lightguide100stretch,35-Hold,6.900,82.289,12.276,1.191
lightguide100stretch,36-Stretch,7.000,82.305,12.292,1.302
lightguide100stretch,36-Hold,7.100,82.64,12.627,1.246
lightguide100stretch,37-Stretch,7.200,82.656,12.643,1.358
lightguide100stretch,37-Hold,7.300,82.991,12.978,1.302
lightguide100stretch,38-Stretch,7.400,83.007,12.994,1.358
lightguide100stretch,38-Hold,7.500,83.342,13.329,1.302
lightguide100stretch,39-Stretch,7.600,83.358,13.345,1.413
lightguide100stretch,39-Hold,7.700,83.693,13.68,1.302
lightguide100stretch,40-Stretch,7.800,83.709,13.696,1.413
lightguide100stretch,40-Hold,7.900,84.044,14.031,1.358
lightguide100stretch,41-Stretch,8.000,84.06,14.047,1.358
lightguide100stretch,41-Hold,8.100,84.396,14.383,1.302
lightguide100stretch,42-Stretch,8.200,84.411,14.398,1.469
lightguide100stretch,42-Hold,8.300,84.747,14.734,1.358
lightguide100stretch,43-Stretch,8.400,84.762,14.749,1.469
lightguide100stretch,43-Hold,8.500,85.098,15.085,1.413
lightguide100stretch,44-Stretch,8.600,85.114,15.101,1.413
lightguide100stretch,44-Hold,8.700,85.449,15.436,1.358
lightguide100stretch,45-Stretch,8.800,85.465,15.452,1.525
lightguide100stretch,45-Hold,8.900,85.8,15.787,1.413
lightguide100stretch,46-Stretch,9.000,85.816,15.803,1.636
lightguide100stretch,46-Hold,9.100,86.151,16.138,1.469
lightguide100stretch,47-Stretch,9.200,86.167,16.154,1.525
lightguide100stretch,47-Hold,9.300,86.502,16.489,1.469
lightguide100stretch,48-Stretch,9.400,86.518,16.505,1.580
lightguide100stretch,48-Hold,9.500,86.853,16.84,1.469
lightguide100stretch,49-Stretch,9.600,86.869,16.856,1.525
lightguide100stretch,49-Hold,9.700,87.204,17.191,1.525
lightguide100stretch,50-Stretch,9.800,87.22,17.207,1.636
lightguide100stretch,50-Hold,9.900,87.556,17.543,1.469
lightguide100stretch,51-Stretch,10.000,87.571,17.558,1.692
lightguide100stretch,51-Hold,10.100,87.907,17.894,1.580
lightguide100stretch,52-Stretch,10.200,87.923,17.91,1.636
lightguide100stretch,52-Hold,10.300,88.258,18.245,1.580
lightguide100stretch,53-Stretch,10.400,88.274,18.261,1.692
lightguide100stretch,53-Hold,10.500,88.609,18.596,1.525
lightguide100stretch,54-Stretch,10.600,88.625,18.612,1.692
lightguide100stretch,54-Hold,10.700,88.96,18.947,1.636
lightguide100stretch,55-Stretch,10.800,88.976,18.963,1.580
lightguide100stretch,55-Hold,10.900,89.311,19.298,1.636
lightguide100stretch,56-Stretch,11.000,89.327,19.314,1.692
lightguide100stretch,56-Hold,11.100,89.662,19.649,1.580
lightguide100stretch,57-Stretch,11.200,89.678,19.665,1.692
lightguide100stretch,57-Hold,11.300,90.013,20,1.636
lightguide100stretch,58-Stretch,11.400,90.029,20.016,1.747
lightguide100stretch,58-Hold,11.500,90.365,20.352,1.692
lightguide100stretch,59-Stretch,11.600,90.38,20.367,1.970
lightguide100stretch,59-Hold,11.700,90.716,20.703,1.636
lightguide100stretch,60-Stretch,11.800,90.732,20.719,1.747
lightguide100stretch,60-Hold,11.900,91.067,21.054,1.692
lightguide100stretch,61-Stretch,12.000,91.083,21.07,1.747
lightguide100stretch,61-Hold,12.100,91.418,21.405,1.747
lightguide100stretch,62-Stretch,12.200,91.434,21.421,1.803
lightguide100stretch,62-Hold,12.300,91.769,21.756,1.692
lightguide100stretch,63-Stretch,12.400,91.785,21.772,1.803
lightguide100stretch,63-Hold,12.500,92.12,22.107,1.747
lightguide100stretch,64-Stretch,12.600,92.136,22.123,1.803
lightguide100stretch,64-Hold,12.700,92.471,22.458,1.803
lightguide100stretch,65-Stretch,12.800,92.487,22.474,1.970
lightguide100stretch,65-Hold,12.900,92.822,22.809,1.747
lightguide100stretch,66-Stretch,13.000,92.838,22.825,1.914
lightguide100stretch,66-Hold,13.100,93.174,23.161,1.803
lightguide100stretch,67-Stretch,13.200,93.189,23.176,1.859
lightguide100stretch,67-Hold,13.300,93.525,23.512,1.859
lightguide100stretch,68-Stretch,13.400,93.54,23.527,1.859
lightguide100stretch,68-Hold,13.500,93.876,23.863,1.803
lightguide100stretch,69-Stretch,13.600,93.892,23.879,1.970
lightguide100stretch,69-Hold,13.700,94.227,24.214,1.914
lightguide100stretch,70-Stretch,13.800,94.243,24.23,1.914
lightguide100stretch,70-Hold,13.900,94.578,24.565,1.914
lightguide100stretch,71-Stretch,14.000,94.594,24.581,2.026
lightguide100stretch,71-Hold,14.100,94.929,24.916,1.859
lightguide100stretch,72-Stretch,14.200,94.945,24.932,2.026
lightguide100stretch,72-Hold,14.300,95.28,25.267,1.970
lightguide100stretch,73-Stretch,14.400,95.296,25.283,1.970
lightguide100stretch,73-Hold,14.500,95.631,25.618,1.970
lightguide100stretch,74-Stretch,14.600,95.647,25.634,2.081
lightguide100stretch,74-Hold,14.700,95.982,25.969,1.914
lightguide100stretch,75-Stretch,14.800,95.998,25.985,2.137
lightguide100stretch,75-Hold,14.900,96.334,26.321,2.026
lightguide100stretch,76-Stretch,15.000,96.349,26.336,2.026
lightguide100stretch,76-Hold,15.100,96.685,26.672,2.026
lightguide100stretch,77-Stretch,15.200,96.701,26.688,2.137
lightguide100stretch,77-Hold,15.300,97.036,27.023,2.026
lightguide100stretch,78-Stretch,15.400,97.052,27.039,2.304
lightguide100stretch,78-Hold,15.500,97.387,27.374,2.081
lightguide100stretch,79-Stretch,15.600,97.403,27.39,2.081
lightguide100stretch,79-Hold,15.700,97.738,27.725,2.081
lightguide100stretch,80-Stretch,15.800,97.754,27.741,2.193
lightguide100stretch,80-Hold,15.900,98.089,28.076,2.081
lightguide100stretch,81-Stretch,16.000,98.105,28.092,2.193
lightguide100stretch,81-Hold,16.100,98.44,28.427,2.137
lightguide100stretch,82-Stretch,16.200,98.456,28.443,2.193
lightguide100stretch,82-Hold,16.300,98.791,28.778,2.193
lightguide100stretch,83-Stretch,16.400,98.807,28.794,2.304
lightguide100stretch,83-Hold,16.500,99.143,29.13,2.137
lightguide100stretch,84-Stretch,16.600,99.158,29.145,2.248
lightguide100stretch,84-Hold,16.700,99.494,29.481,2.193
lightguide100stretch,85-Stretch,16.800,99.51,29.497,2.304
lightguide100stretch,85-Hold,16.900,99.845,29.832,2.193
lightguide100stretch,86-Stretch,17.000,99.861,29.848,2.360
lightguide100stretch,86-Hold,17.100,100.196,30.183,2.193
lightguide100stretch,87-Stretch,17.200,100.212,30.199,2.248
lightguide100stretch,87-Hold,17.300,100.547,30.534,2.304
lightguide100stretch,88-Stretch,17.400,100.563,30.55,2.304
lightguide100stretch,88-Hold,17.500,100.898,30.885,2.304
lightguide100stretch,89-Stretch,17.600,100.914,30.901,2.415
lightguide100stretch,89-Hold,17.700,101.249,31.236,2.304
lightguide100stretch,90-Stretch,17.800,101.265,31.252,2.360
lightguide100stretch,90-Hold,17.900,101.6,31.587,2.360
lightguide100stretch,91-Stretch,18.000,101.616,31.603,2.527
lightguide100stretch,91-Hold,18.100,101.952,31.939,2.360
lightguide100stretch,92-Stretch,18.200,101.967,31.954,2.415
lightguide100stretch,92-Hold,18.300,102.303,32.29,2.360
lightguide100stretch,93-Stretch,18.400,102.318,32.305,2.471
lightguide100stretch,93-Hold,18.500,102.654,32.641,2.415
lightguide100stretch,94-Stretch,18.600,102.67,32.657,2.471
lightguide100stretch,94-Hold,18.700,103.005,32.992,2.415
lightguide100stretch,95-Stretch,18.800,103.021,33.008,2.527
lightguide100stretch,95-Hold,18.900,103.356,33.343,2.415
lightguide100stretch,96-Stretch,19.000,103.372,33.359,2.471
lightguide100stretch,96-Hold,19.100,103.707,33.694,2.527
lightguide100stretch,97-Stretch,19.200,103.723,33.71,2.638
lightguide100stretch,97-Hold,19.300,104.058,34.045,2.471
lightguide100stretch,98-Stretch,19.400,104.074,34.061,2.638
lightguide100stretch,98-Hold,19.500,104.409,34.396,2.471
lightguide100stretch,99-Stretch,19.600,104.425,34.412,2.638
lightguide100stretch,99-Hold,19.700,104.76,34.747,2.582
lightguide100stretch,100-Stretch,19.800,104.776,34.763,2.582
lightguide100stretch,100-Hold,19.900,105.112,35.099,2.582
lightguide100stretch,100-Recover,20.000,105.112,35.099,2.582
lightguide100stretch,100-Recover,20.000,105.112,35.099,2.582
