SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide100stretch,29-Hold,5.700,80.182,10.18,1.024
lightguide100stretch,30-Stretch,5.800,80.185,10.183,1.024
lightguide100stretch,30-Hold,5.900,80.533,10.531,0.968
lightguide100stretch,31-Stretch,6.000,80.536,10.534,1.079
lightguide100stretch,31-Hold,6.100,80.884,10.882,1.024
lightguide100stretch,32-Stretch,6.200,80.887,10.885,1.079
lightguide100stretch,32-Hold,6.300,81.235,11.233,1.079
lightguide100stretch,33-Stretch,6.400,81.238,11.236,1.135
lightguide100stretch,33-Hold,6.500,81.587,11.585,1.024
lightguide100stretch,34-Stretch,6.600,81.589,11.587,1.191
lightguide100stretch,34-Hold,6.700,81.938,11.936,1.079
lightguide100stretch,35-Stretch,6.800,81.94,11.938,1.135
lightguide100stretch,35-Hold,6.900,82.289,12.287,1.135
lightguide100stretch,36-Stretch,7.000,82.291,12.289,1.135
lightguide100stretch,36-Hold,7.100,82.64,12.638,1.135
lightguide100stretch,37-Stretch,7.200,82.643,12.641,1.246
lightguide100stretch,37-Hold,7.300,82.991,12.989,1.135
lightguide100stretch,38-Stretch,7.400,82.994,12.992,1.191
lightguide100stretch,38-Hold,7.500,83.342,13.34,1.191
lightguide100stretch,39-Stretch,7.600,83.345,13.343,1.191
lightguide100stretch,39-Hold,7.700,83.693,13.691,1.191
lightguide100stretch,40-Stretch,7.800,83.696,13.694,1.302
lightguide100stretch,40-Hold,7.900,84.044,14.042,1.191
lightguide100stretch,41-Stretch,8.000,84.047,14.045,1.246
lightguide100stretch,41-Hold,8.100,84.396,14.394,1.246
lightguide100stretch,42-Stretch,8.200,84.398,14.396,1.246
lightguide100stretch,42-Hold,8.300,84.747,14.745,1.246
lightguide100stretch,43-Stretch,8.400,84.749,14.747,1.358
lightguide100stretch,43-Hold,8.500,85.098,15.096,1.246
lightguide100stretch,44-Stretch,8.600,85.1,15.098,1.302
lightguide100stretch,44-Hold,8.700,85.449,15.447,1.302
lightguide100stretch,45-Stretch,8.800,85.452,15.45,1.358
lightguide100stretch,45-Hold,8.900,85.8,15.798,1.246
lightguide100stretch,46-Stretch,9.000,85.803,15.801,1.469
lightguide100stretch,46-Hold,9.100,86.151,16.149,1.302
lightguide100stretch,47-Stretch,9.200,86.154,16.152,1.358
lightguide100stretch,47-Hold,9.300,86.502,16.5,1.413
lightguide100stretch,48-Stretch,9.400,86.505,16.503,1.413
lightguide100stretch,48-Hold,9.500,86.853,16.851,1.358
lightguide100stretch,49-Stretch,9.600,86.856,16.854,1.469
lightguide100stretch,49-Hold,9.700,87.204,17.202,1.358
lightguide100stretch,50-Stretch,9.800,87.207,17.205,1.413
lightguide100stretch,50-Hold,9.900,87.556,17.554,1.413
lightguide100stretch,51-Stretch,10.000,87.558,17.556,1.469
lightguide100stretch,51-Hold,10.100,87.907,17.905,1.358
lightguide100stretch,52-Stretch,10.200,87.909,17.907,1.525
lightguide100stretch,52-Hold,10.300,88.258,18.256,1.413
lightguide100stretch,53-Stretch,10.400,88.26,18.258,1.469
lightguide100stretch,53-Hold,10.500,88.609,18.607,1.469
lightguide100stretch,54-Stretch,10.600,88.612,18.61,1.469
lightguide100stretch,54-Hold,10.700,88.96,18.958,1.413
lightguide100stretch,55-Stretch,10.800,88.963,18.961,1.525
lightguide100stretch,55-Hold,10.900,89.311,19.309,1.469
lightguide100stretch,56-Stretch,11.000,89.314,19.312,1.525
lightguide100stretch,56-Hold,11.100,89.662,19.66,1.525
lightguide100stretch,57-Stretch,11.200,89.665,19.663,1.580
lightguide100stretch,57-Hold,11.300,90.013,20.011,1.525
lightguide100stretch,58-Stretch,11.400,90.016,20.014,1.636
lightguide100stretch,58-Hold,11.500,90.365,20.363,1.580
lightguide100stretch,59-Stretch,11.600,90.367,20.365,1.636
lightguide100stretch,59-Hold,11.700,90.716,20.714,1.580
lightguide100stretch,60-Stretch,11.800,90.718,20.716,1.580
lightguide100stretch,60-Hold,11.900,91.067,21.065,1.525
lightguide100stretch,61-Stretch,12.000,91.069,21.067,1.692
lightguide100stretch,61-Hold,12.100,91.418,21.416,1.580
lightguide100stretch,62-Stretch,12.200,91.421,21.419,1.636
lightguide100stretch,62-Hold,12.300,91.769,21.767,1.636
lightguide100stretch,63-Stretch,12.400,91.772,21.77,1.692
lightguide100stretch,63-Hold,12.500,92.12,22.118,1.636
lightguide100stretch,64-Stretch,12.600,92.123,22.121,1.747
lightguide100stretch,64-Hold,12.700,92.471,22.469,1.692
lightguide100stretch,65-Stretch,12.800,92.474,22.472,1.692
lightguide100stretch,65-Hold,12.900,92.822,22.82,1.692
lightguide100stretch,66-Stretch,13.000,92.825,22.823,1.747
lightguide100stretch,66-Hold,13.100,93.174,23.172,1.692
lightguide100stretch,67-Stretch,13.200,93.176,23.174,1.803
lightguide100stretch,67-Hold,13.300,93.525,23.523,1.747
lightguide100stretch,68-Stretch,13.400,93.527,23.525,1.747
lightguide100stretch,68-Hold,13.500,93.876,23.874,1.803
lightguide100stretch,69-Stretch,13.600,93.878,23.876,1.859
lightguide100stretch,69-Hold,13.700,94.227,24.225,1.692
lightguide100stretch,70-Stretch,13.800,94.23,24.228,1.859
lightguide100stretch,70-Hold,13.900,94.578,24.576,1.803
lightguide100stretch,71-Stretch,14.000,94.581,24.579,1.803
lightguide100stretch,71-Hold,14.100,94.929,24.927,1.859
lightguide100stretch,72-Stretch,14.200,94.932,24.93,1.859
lightguide100stretch,72-Hold,14.300,95.28,25.278,1.747
lightguide100stretch,73-Stretch,14.400,95.283,25.281,1.914
lightguide100stretch,73-Hold,14.500,95.631,25.629,1.859
lightguide100stretch,74-Stretch,14.600,95.634,25.632,1.859
lightguide100stretch,74-Hold,14.700,95.982,25.98,1.914
lightguide100stretch,75-Stretch,14.800,95.985,25.983,1.970
lightguide100stretch,75-Hold,14.900,96.334,26.332,1.803
lightguide100stretch,76-Stretch,15.000,96.336,26.334,1.914
lightguide100stretch,76-Hold,15.100,96.685,26.683,1.914
lightguide100stretch,77-Stretch,15.200,96.687,26.685,1.914
lightguide100stretch,77-Hold,15.300,97.036,27.034,1.914
lightguide100stretch,78-Stretch,15.400,97.038,27.036,2.026
lightguide100stretch,78-Hold,15.500,97.387,27.385,1.859
lightguide100stretch,79-Stretch,15.600,97.39,27.388,1.970
lightguide100stretch,79-Hold,15.700,97.738,27.736,1.970
lightguide100stretch,80-Stretch,15.800,97.741,27.739,1.970
lightguide100stretch,80-Hold,15.900,98.089,28.087,1.970
lightguide100stretch,81-Stretch,16.000,98.092,28.09,2.081
lightguide100stretch,81-Hold,16.100,98.44,28.438,1.970
lightguide100stretch,82-Stretch,16.200,98.443,28.441,2.081
lightguide100stretch,82-Hold,16.300,98.791,28.789,2.026
lightguide100stretch,83-Stretch,16.400,98.794,28.792,2.026
lightguide100stretch,83-Hold,16.500,99.143,29.141,2.026
lightguide100stretch,84-Stretch,16.600,99.145,29.143,2.081
lightguide100stretch,84-Hold,16.700,99.494,29.492,2.026
lightguide100stretch,85-Stretch,16.800,99.496,29.494,2.137
lightguide100stretch,85-Hold,16.900,99.845,29.843,2.081
lightguide100stretch,86-Stretch,17.000,99.847,29.845,2.137
lightguide100stretch,86-Hold,17.100,100.196,30.194,2.137
lightguide100stretch,87-Stretch,17.200,100.199,30.197,2.137
lightguide100stretch,87-Hold,17.300,100.547,30.545,2.081
lightguide100stretch,88-Stretch,17.400,100.55,30.548,2.193
lightguide100stretch,88-Hold,17.500,100.898,30.896,2.137
lightguide100stretch,89-Stretch,17.600,100.901,30.899,2.193
lightguide100stretch,89-Hold,17.700,101.249,31.247,2.193
lightguide100stretch,90-Stretch,17.800,101.252,31.25,2.248
lightguide100stretch,90-Hold,17.900,101.6,31.598,2.193
lightguide100stretch,91-Stretch,18.000,101.603,31.601,2.248
lightguide100stretch,91-Hold,18.100,101.952,31.95,2.248
lightguide100stretch,92-Stretch,18.200,101.954,31.952,2.248
lightguide100stretch,92-Hold,18.300,102.303,32.301,2.248
lightguide100stretch,93-Stretch,18.400,102.305,32.303,2.360
lightguide100stretch,93-Hold,18.500,102.654,32.652,2.193
lightguide100stretch,94-Stretch,18.600,102.656,32.654,2.360
lightguide100stretch,94-Hold,18.700,103.005,33.003,2.304
lightguide100stretch,95-Stretch,18.800,103.008,33.006,2.304
lightguide100stretch,95-Hold,18.900,103.356,33.354,2.304
lightguide100stretch,96-Stretch,19.000,103.359,33.357,2.415
lightguide100stretch,96-Hold,19.100,103.707,33.705,2.304
lightguide100stretch,97-Stretch,19.200,103.71,33.708,2.415
lightguide100stretch,97-Hold,19.300,104.058,34.056,2.360
lightguide100stretch,98-Stretch,19.400,104.061,34.059,2.415
lightguide100stretch,98-Hold,19.500,104.409,34.407,2.360
lightguide100stretch,99-Stretch,19.600,104.412,34.41,2.471
lightguide100stretch,99-Hold,19.700,104.76,34.758,2.360
lightguide100stretch,100-Stretch,19.800,104.763,34.761,2.415
lightguide100stretch,100-Hold,19.900,105.112,35.11,2.471
lightguide100stretch,100-Recover,20.000,105.112,35.11,2.415
