TestTime(mS)	ImageTime	
0	-164
100	-164
200	31
300	31
400	239
500	239
600	432
700	432
800	636
900	636
1000	830
1100	830
1200	1038
1300	1038
1400	1230
1500	1230
1600	1437
1700	1437
1800	1630
1900	1630
2000	1838
2100	1838
2200	2031
2300	2031
2400	2243
2500	2243
2600	2429
2700	2429
2800	2636
2900	2636
3000	2831
3100	2831
3200	3036
3300	3036
3400	3229
3500	3229
3600	3436
3700	3436
3800	3627
3900	3627
4000	3838
4100	3838
4200	4030
4300	4030
4400	4236
4500	4236
4600	4431
4700	4431
4800	4636
4900	4636
5000	4829
5100	4829
5200	5036
5300	5036
5400	5229
5500	5229
5600	5229
5700	5229
5800	5438
5900	5438
6000	5840
6100	5840
6200	6030
6300	6030
6400	6239
6500	6239
6600	6428
6700	6428
6800	6637
6900	6637
7000	6637
7100	6637
7200	6830
7300	6830
7400	7231
7500	7231
7600	7446
7700	7446
7800	7642
7900	7642
8000	7840
8100	7840
8200	8033
8300	8033
8400	8249
8500	8249
8600	8452
8700	8452
8800	8646
8900	8646
9000	8839
9100	8839
9200	9037
9300	9037
9400	9249
9500	9249
9600	9450
9700	9450
9800	9646
9900	9646
10000	9840
10100	9840
10200	10031
10300	10031
10400	10237
10500	10237
10600	10431
10700	10431
10800	10648
10900	10648
11000	10840
11100	10840
11200	11047
11300	11047
11400	11245
11500	11245
11600	11450
11700	11450
11800	11632
11900	11849
12000	11849
12100	11849
12200	12041
12300	12041
12400	12240
12500	12240
12600	12434
12700	12434
12800	12649
12900	12649
13000	12834
13100	12834
13200	13046
13300	13046
13400	13234
13500	13234
13600	13452
13700	13452
13800	13641
13900	13641
14000	13841
14100	13841
14200	14032
14300	14032
14400	14249
14500	14249
14600	14436
14700	14436
14800	14646
14900	14646
15000	14837
15100	14837
15200	15049
15300	15049
15400	15246
15500	15246
15600	15445
15700	15445
15800	15637
15900	15637
16000	15637
16100	15637
16200	15844
16300	15844
16400	16243
16500	16243
16600	16445
16700	16445
16800	16645
16900	16645
17000	16843
17100	16843
17200	17046
17300	17046
17400	17231
17500	17231
17600	17454
17700	17454
17800	17636
17900	17636
18000	17846
18100	17846
18200	18043
18300	18257
18400	18257
18500	18257
18600	18433
18700	18433
18800	18433
18900	18433
19000	18652
19100	18652
19200	19047
19300	19047
19400	19047
19500	19047
19600	19247
19700	19247
19800	19646
19900	19646
20000	19851
