SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide100stretch,19-Hold,3.700,76.671,6.661,0.801
lightguide100stretch,20-Stretch,3.800,76.684,6.674,0.801
lightguide100stretch,20-Hold,3.900,77.022,7.012,0.801
lightguide100stretch,21-Stretch,4.000,77.035,7.025,0.912
lightguide100stretch,21-Hold,4.100,77.373,7.363,0.745
lightguide100stretch,22-Stretch,4.200,77.386,7.376,0.801
lightguide100stretch,22-Hold,4.300,77.724,7.714,0.857
lightguide100stretch,23-Stretch,4.400,77.737,7.727,0.857
lightguide100stretch,23-Hold,4.500,78.075,8.065,0.801
lightguide100stretch,24-Stretch,4.600,78.089,8.079,0.912
lightguide100stretch,24-Hold,4.700,78.426,8.416,0.857
lightguide100stretch,25-Stretch,4.800,78.44,8.43,0.912
lightguide100stretch,25-Hold,4.900,78.778,8.768,0.968
lightguide100stretch,26-Stretch,5.000,78.791,8.781,0.968
lightguide100stretch,26-Hold,5.100,79.129,9.119,0.912
lightguide100stretch,27-Stretch,5.200,79.142,9.132,1.135
lightguide100stretch,27-Hold,5.300,79.48,9.47,0.968
lightguide100stretch,28-Stretch,5.400,79.493,9.483,0.968
lightguide100stretch,28-Hold,5.500,79.831,9.821,1.024
lightguide100stretch,29-Stretch,5.600,79.844,9.834,1.024
lightguide100stretch,29-Hold,5.700,80.182,10.172,0.968
lightguide100stretch,30-Stretch,5.800,80.195,10.185,1.079
lightguide100stretch,30-Hold,5.900,80.533,10.523,1.024
lightguide100stretch,31-Stretch,6.000,80.546,10.536,1.024
lightguide100stretch,31-Hold,6.100,80.884,10.874,1.079
lightguide100stretch,32-Stretch,6.200,80.898,10.888,1.079
lightguide100stretch,32-Hold,6.300,81.235,11.225,1.079
lightguide100stretch,33-Stretch,6.400,81.249,11.239,1.191
lightguide100stretch,33-Hold,6.500,81.587,11.577,1.079
lightguide100stretch,34-Stretch,6.600,81.6,11.59,1.191
lightguide100stretch,34-Hold,6.700,81.938,11.928,1.191
lightguide100stretch,35-Stretch,6.800,81.951,11.941,1.135
lightguide100stretch,35-Hold,6.900,82.289,12.279,1.135
lightguide100stretch,36-Stretch,7.000,82.302,12.292,1.191
lightguide100stretch,36-Hold,7.100,82.64,12.63,1.135
lightguide100stretch,37-Stretch,7.200,82.653,12.643,1.191
lightguide100stretch,37-Hold,7.300,82.991,12.981,1.191
lightguide100stretch,38-Stretch,7.400,83.004,12.994,1.191
lightguide100stretch,38-Hold,7.500,83.342,13.332,1.191
lightguide100stretch,39-Stretch,7.600,83.355,13.345,1.358
lightguide100stretch,39-Hold,7.700,83.693,13.683,1.246
lightguide100stretch,40-Stretch,7.800,83.706,13.696,1.302
lightguide100stretch,40-Hold,7.900,84.044,14.034,1.302
lightguide100stretch,41-Stretch,8.000,84.058,14.048,1.246
lightguide100stretch,41-Hold,8.100,84.396,14.386,1.246
lightguide100stretch,42-Stretch,8.200,84.409,14.399,1.358
lightguide100stretch,42-Hold,8.300,84.747,14.737,1.302
lightguide100stretch,43-Stretch,8.400,84.76,14.75,1.302
lightguide100stretch,43-Hold,8.500,85.098,15.088,1.358
lightguide100stretch,44-Stretch,8.600,85.111,15.101,1.358
lightguide100stretch,44-Hold,8.700,85.449,15.439,1.302
lightguide100stretch,45-Stretch,8.800,85.462,15.452,1.413
lightguide100stretch,45-Hold,8.900,85.8,15.79,1.358
lightguide100stretch,46-Stretch,9.000,85.813,15.803,1.469
lightguide100stretch,46-Hold,9.100,86.151,16.141,1.413
lightguide100stretch,47-Stretch,9.200,86.164,16.154,1.469
lightguide100stretch,47-Hold,9.300,86.502,16.492,1.413
lightguide100stretch,48-Stretch,9.400,86.515,16.505,1.469
lightguide100stretch,48-Hold,9.500,86.853,16.843,1.469
lightguide100stretch,49-Stretch,9.600,86.867,16.857,1.413
lightguide100stretch,49-Hold,9.700,87.204,17.194,1.469
lightguide100stretch,50-Stretch,9.800,87.218,17.208,1.525
lightguide100stretch,50-Hold,9.900,87.556,17.546,1.469
lightguide100stretch,51-Stretch,10.000,87.569,17.559,1.580
lightguide100stretch,51-Hold,10.100,87.907,17.897,1.525
lightguide100stretch,52-Stretch,10.200,87.92,17.91,1.580
lightguide100stretch,52-Hold,10.300,88.258,18.248,1.580
lightguide100stretch,53-Stretch,10.400,88.271,18.261,1.636
lightguide100stretch,53-Hold,10.500,88.609,18.599,1.469
lightguide100stretch,54-Stretch,10.600,88.622,18.612,1.580
lightguide100stretch,54-Hold,10.700,88.96,18.95,1.580
lightguide100stretch,55-Stretch,10.800,88.973,18.963,1.580
lightguide100stretch,55-Hold,10.900,89.311,19.301,1.580
lightguide100stretch,56-Stretch,11.000,89.324,19.314,1.636
lightguide100stretch,56-Hold,11.100,89.662,19.652,1.525
lightguide100stretch,57-Stretch,11.200,89.676,19.666,1.636
lightguide100stretch,57-Hold,11.300,90.013,20.003,1.636
lightguide100stretch,58-Stretch,11.400,90.027,20.017,1.636
lightguide100stretch,58-Hold,11.500,90.365,20.355,1.692
lightguide100stretch,59-Stretch,11.600,90.378,20.368,1.803
lightguide100stretch,59-Hold,11.700,90.716,20.706,1.636
lightguide100stretch,60-Stretch,11.800,90.729,20.719,1.692
lightguide100stretch,60-Hold,11.900,91.067,21.057,1.692
lightguide100stretch,61-Stretch,12.000,91.08,21.07,1.692
lightguide100stretch,61-Hold,12.100,91.418,21.408,1.692
lightguide100stretch,62-Stretch,12.200,91.431,21.421,1.747
lightguide100stretch,62-Hold,12.300,91.769,21.759,1.692
lightguide100stretch,63-Stretch,12.400,91.782,21.772,1.747
lightguide100stretch,63-Hold,12.500,92.12,22.11,1.747
lightguide100stretch,64-Stretch,12.600,92.133,22.123,1.747
lightguide100stretch,64-Hold,12.700,92.471,22.461,1.803
lightguide100stretch,65-Stretch,12.800,92.484,22.474,1.914
lightguide100stretch,65-Hold,12.900,92.822,22.812,1.747
lightguide100stretch,66-Stretch,13.000,92.836,22.826,1.859
lightguide100stretch,66-Hold,13.100,93.174,23.164,1.803
lightguide100stretch,67-Stretch,13.200,93.187,23.177,1.803
lightguide100stretch,67-Hold,13.300,93.525,23.515,1.859
lightguide100stretch,68-Stretch,13.400,93.538,23.528,1.859
lightguide100stretch,68-Hold,13.500,93.876,23.866,1.803
lightguide100stretch,69-Stretch,13.600,93.889,23.879,1.914
lightguide100stretch,69-Hold,13.700,94.227,24.217,1.859
lightguide100stretch,70-Stretch,13.800,94.24,24.23,1.803
lightguide100stretch,70-Hold,13.900,94.578,24.568,1.914
lightguide100stretch,71-Stretch,14.000,94.591,24.581,1.970
lightguide100stretch,71-Hold,14.100,94.929,24.919,1.859
lightguide100stretch,72-Stretch,14.200,94.942,24.932,2.026
lightguide100stretch,72-Hold,14.300,95.28,25.27,1.970
lightguide100stretch,73-Stretch,14.400,95.293,25.283,1.914
lightguide100stretch,73-Hold,14.500,95.631,25.621,1.970
lightguide100stretch,74-Stretch,14.600,95.645,25.635,2.026
lightguide100stretch,74-Hold,14.700,95.982,25.972,1.970
lightguide100stretch,75-Stretch,14.800,95.996,25.986,2.026
lightguide100stretch,75-Hold,14.900,96.334,26.324,2.026
lightguide100stretch,76-Stretch,15.000,96.347,26.337,1.970
lightguide100stretch,76-Hold,15.100,96.685,26.675,2.081
lightguide100stretch,77-Stretch,15.200,96.698,26.688,2.137
lightguide100stretch,77-Hold,15.300,97.036,27.026,2.026
lightguide100stretch,78-Stretch,15.400,97.049,27.039,2.193
lightguide100stretch,78-Hold,15.500,97.387,27.377,2.081
lightguide100stretch,79-Stretch,15.600,97.4,27.39,2.081
lightguide100stretch,79-Hold,15.700,97.738,27.728,2.081
lightguide100stretch,80-Stretch,15.800,97.751,27.741,2.193
lightguide100stretch,80-Hold,15.900,98.089,28.079,2.081
lightguide100stretch,81-Stretch,16.000,98.102,28.092,2.137
lightguide100stretch,81-Hold,16.100,98.44,28.43,2.137
lightguide100stretch,82-Stretch,16.200,98.454,28.444,2.193
lightguide100stretch,82-Hold,16.300,98.791,28.781,2.137
lightguide100stretch,83-Stretch,16.400,98.805,28.795,2.248
lightguide100stretch,83-Hold,16.500,99.143,29.133,2.137
lightguide100stretch,84-Stretch,16.600,99.156,29.146,2.248
lightguide100stretch,84-Hold,16.700,99.494,29.484,2.248
lightguide100stretch,85-Stretch,16.800,99.507,29.497,2.248
lightguide100stretch,85-Hold,16.900,99.845,29.835,2.193
lightguide100stretch,86-Stretch,17.000,99.858,29.848,2.248
lightguide100stretch,86-Hold,17.100,100.196,30.186,2.248
lightguide100stretch,87-Stretch,17.200,100.209,30.199,2.304
lightguide100stretch,87-Hold,17.300,100.547,30.537,2.304
lightguide100stretch,88-Stretch,17.400,100.56,30.55,2.304
lightguide100stretch,88-Hold,17.500,100.898,30.888,2.304
lightguide100stretch,89-Stretch,17.600,100.911,30.901,2.415
lightguide100stretch,89-Hold,17.700,101.249,31.239,2.304
lightguide100stretch,90-Stretch,17.800,101.262,31.252,2.360
lightguide100stretch,90-Hold,17.900,101.6,31.59,2.415
lightguide100stretch,91-Stretch,18.000,101.614,31.604,2.471
lightguide100stretch,91-Hold,18.100,101.952,31.942,2.360
lightguide100stretch,92-Stretch,18.200,101.965,31.955,2.415
lightguide100stretch,92-Hold,18.300,102.303,32.293,2.415
lightguide100stretch,93-Stretch,18.400,102.316,32.306,2.471
lightguide100stretch,93-Hold,18.500,102.654,32.644,2.471
lightguide100stretch,94-Stretch,18.600,102.667,32.657,2.415
lightguide100stretch,94-Hold,18.700,103.005,32.995,2.471
lightguide100stretch,95-Stretch,18.800,103.018,33.008,2.582
lightguide100stretch,95-Hold,18.900,103.356,33.346,2.471
lightguide100stretch,96-Stretch,19.000,103.369,33.359,2.527
lightguide100stretch,96-Hold,19.100,103.707,33.697,2.582
lightguide100stretch,97-Stretch,19.200,103.72,33.71,2.582
lightguide100stretch,97-Hold,19.300,104.058,34.048,2.527
lightguide100stretch,98-Stretch,19.400,104.071,34.061,2.638
lightguide100stretch,98-Hold,19.500,104.409,34.399,2.582
lightguide100stretch,99-Stretch,19.600,104.423,34.413,2.638
lightguide100stretch,99-Hold,19.700,104.76,34.75,2.638
lightguide100stretch,100-Stretch,19.800,104.774,34.764,2.582
lightguide100stretch,100-Hold,19.900,105.112,35.102,2.638
lightguide100stretch,100-Recover,20.000,105.112,35.102,2.638
lightguide100stretch,100-Recover,20.000,105.112,35.102,2.638
